name,model_type,test_MeanSquaredError,test_MeanAbsolutePercentageError,test_MeanSquaredErrorHighChangeIntervals,Mean test time per sample (ms)
tcn_2025-02-06_15-27-25,tcn,1.0018609635826172,0.9187924612023892,1.9773923355798555,0.8231597021222115
nhits_2025-02-06_15-27-24,nhits,0.4839861700170441,1.199489420893019,1.2439130388669977,0.8178516665040075
transformer_2025-02-06_15-27-07,transformer,0.636712440412913,0.7056777014141001,1.4179941877199935,0.9061662087221736
deepar_2025-02-06_15-27-05,deepar,1.8702337476135236,8.411138286391202,2.00618349516468,0.929023856844972
lstm_2025-02-06_15-27-00,lstm,0.8216632493174791,4.9136679912405565,1.5068807409653775,0.8230478252710588
tft_2025-02-06_15-26-58,tft,0.4904006690574494,0.8935760097879698,1.214920827763433,0.9756584761335568
tcn_2025-02-06_15-26-51,tcn,1.022165040967091,0.9298369859533248,2.010006922629441,0.8318303919890347
nhits_2025-02-06_15-26-45,nhits,0.4786974854128469,1.1501022202323288,1.218953135872258,0.832880185226269
deepar_2025-02-06_15-26-25,deepar,1.63253364171687,7.379669225286689,1.8549794717504888,0.8412577981210273
lstm_2025-02-06_15-26-24,lstm,0.5066611417065104,1.2146273893437305,1.13715838618519,0.8173519714504404
transformer_2025-02-06_15-26-21,transformer,0.6160832162422881,0.8015086490967035,1.397401467193882,0.856705474645814
tcn_2025-02-06_15-26-18,tcn,1.0160632794551363,0.911978432258494,2.000120062650748,0.8205364341549861
tft_2025-02-06_15-26-15,tft,0.5040549907323906,0.7110792403841689,1.2508920547830091,0.9341855030840316
nhits_2025-02-06_15-26-06,nhits,0.4787985861776834,1.6270593009255636,1.2270005887202422,0.8212060279324841
lstm_2025-02-06_15-25-48,lstm,0.6510266899012511,3.9574279456470465,1.5778574829514804,0.8153907044807358
deepar_2025-02-06_15-25-47,deepar,1.2300099599208345,5.977154945905737,1.8432225915576703,0.858424387662612
tcn_2025-02-06_15-25-45,tcn,1.0407382634368845,1.0712643810751308,2.000444588003527,0.8204174697246698
tft_2025-02-06_15-25-34,tft,0.4856018549617681,1.0603365161503853,1.1929882628502906,0.9302420370147356
transformer_2025-02-06_15-25-34,transformer,0.6224792565999566,0.7855636480730339,1.4122011001804236,0.8711235447670035
nhits_2025-02-06_15-25-27,nhits,0.4825934307245582,1.3210780141094098,1.2561359195476032,0.8094283204306575
tcn_2025-02-06_15-25-12,tcn,1.0122778080326675,1.425502898671096,1.939300100136217,0.8346270522117004
lstm_2025-02-06_15-25-11,lstm,0.6298573392327573,2.2497199546282856,1.1409216723620286,0.8318185668124262
deepar_2025-02-06_15-25-09,deepar,1.1993359990310244,6.064737195222143,2.2612288890061776,0.93193288149355
tft_2025-02-06_15-24-52,tft,0.5341926705321381,0.9692855331517696,1.343664756841416,0.959672656653406
nhits_2025-02-06_15-24-50,nhits,0.4928370085646077,1.0768203584290073,1.257222086356932,0.8195881322121529
transformer_2025-02-06_15-24-45,transformer,0.6219672046355033,0.7974781238826684,1.408103931756793,0.8550092211121793
tcn_2025-02-06_15-24-39,tcn,1.022220542570139,0.9413257110487016,1.9902179148412047,0.8123920218128226
lstm_2025-02-06_15-24-35,lstm,0.6238674793501484,2.3759953314603792,1.3413317376395582,0.7852040207408884
deepar_2025-02-06_15-24-30,deepar,1.2809740099816382,6.10101546442615,2.1407280763180085,0.804854279903271
tft_2025-02-06_15-24-12,tft,0.4682155114806793,0.8674009264124442,1.1581686143443826,1.00304614895445
nhits_2025-02-06_15-24-10,nhits,0.4692532457304026,1.3680773620826818,1.1750343526309448,0.8233232473683022
tcn_2025-02-06_15-24-05,tcn,1.0177349387811072,1.1509717924874254,1.9681065458381648,0.824255427664808
transformer_2025-02-06_15-23-58,transformer,0.6235152283738291,0.7766475422100898,1.4200835960381415,0.891437187619374
lstm_2025-02-06_15-23-58,lstm,0.7514703358043927,4.599105211729356,1.1266237871395623,0.8006429466445123
deepar_2025-02-06_15-23-52,deepar,1.4170268705648823,6.478184089239318,2.9686570365115696,0.8669423573004925
nhits_2025-02-06_15-23-35,nhits,0.4842755521525296,0.8815443734047126,1.2170367227053729,0.8169943476310166
tcn_2025-02-06_15-23-32,tcn,1.0138541798419614,1.0442363535050396,1.97288939979548,0.8137889694698783
tft_2025-02-06_15-23-31,tft,0.5124813538211979,0.9106479100465232,1.2587453590789826,0.9147994522758
lstm_2025-02-06_15-23-21,lstm,0.7466710971093374,2.5948356166977766,1.469472153578477,0.7901430153823874
deepar_2025-02-06_15-23-13,deepar,1.3682956963520962,6.5647011006732034,1.9662947374215296,0.9519926879716956
transformer_2025-02-06_15-23-12,transformer,0.6340530993799023,0.6612195071039874,1.4223107427630084,0.8765073845644131
tcn_2025-02-06_15-22-58,tcn,1.0088123668510798,0.9898299808403748,1.9720453363972628,0.8160147982675706
nhits_2025-02-06_15-22-58,nhits,0.4790541134304076,1.2969445463953977,1.2461958344330832,0.8250976095685874
tft_2025-02-06_15-22-51,tft,0.6274322969029379,1.370554456711575,1.583684890735744,0.9342215607500136
lstm_2025-02-06_15-22-44,lstm,1.4298072148188934,8.747505479859116,1.312875758121576,0.806622823362079
deepar_2025-02-06_15-22-35,deepar,1.7267755058711869,6.151680649525955,2.7922628148873714,0.8452376874778277
transformer_2025-02-06_15-22-25,transformer,0.6742251641396817,0.8672530377653213,1.4409007792485176,0.8670890660923155
tcn_2025-02-06_15-22-25,tcn,1.009739009449573,0.907863302617448,1.9857283121907716,0.8250985139757013
nhits_2025-02-06_15-22-23,nhits,0.4765987307257894,1.0423957332281752,1.1900933607806536,0.8220574013469621
lstm_2025-02-06_15-22-07,lstm,1.213414637158191,4.6647112011499745,1.6381452671387204,0.8183901862758199
tft_2025-02-06_15-22-07,tft,0.4478187353258688,0.8296426415745499,1.123870278074392,0.98568087948672
deepar_2025-02-06_15-21-57,deepar,1.2145128645708925,5.22129051599262,2.0522033956301304,0.9152316631239548
tcn_2025-02-06_15-21-52,tcn,1.0310680742790492,0.9171764202236078,2.0208124771716753,0.8256784032868303
nhits_2025-02-06_15-21-46,nhits,0.480344158862636,1.167339138537834,1.2477539697663538,0.8271890235088213
transformer_2025-02-06_15-21-42,transformer,0.6125714530395355,0.6920809964197144,1.393517389752233,0.8680982996359505
lstm_2025-02-06_15-21-31,lstm,0.5659342686408404,3.211398159604731,1.1127454377009478,0.8181124339666208
tft_2025-02-06_15-21-26,tft,0.5007653108879724,0.8347836032062145,1.22759636005478,0.9080287807471
tcn_2025-02-06_15-21-18,tcn,1.0233063661210562,0.9105342625894944,1.9969940591473916,0.8392423674788164
deepar_2025-02-06_15-21-17,deepar,2.67037653556788,9.146838483525894,2.38816070658057,0.9333736961111998
nhits_2025-02-06_15-21-09,nhits,0.49038538021085,0.9701489131941798,1.251260659378106,0.8308330260198135
lstm_2025-02-06_15-20-54,lstm,0.949682739705602,4.9211276641757795,1.68734201948818,0.8213720848912472
transformer_2025-02-06_15-20-53,transformer,0.6231236244207795,0.9843320298730478,1.402494915075852,0.8762320344005247
tcn_2025-02-06_15-20-45,tcn,1.0053662971801929,1.1217975528181652,1.9570313446288985,0.8185244791800408
tft_2025-02-06_15-20-44,tft,0.4802520320341766,1.452051112817167,1.2148894576157618,0.8856817320122591
deepar_2025-02-06_15-20-40,deepar,1.2200874490083151,4.321233597463981,2.0023774716923803,0.838319648562185
